encounter_ID,HWCR_code,date,time_formatted,lon,lat,location,encounter,coordinate_provider,coord_confidence,victim_age,victim_sex,victim_activity,human_group_size,body_part_attacked,coyote_group_size,coyote_determination,buildings_100,paved_100,other_built_100,barren_100,coniferous_100,deciduous_100,shrubs_100,mod_herbs_100,nat_herbs_100,non_photo_herbs_100,ocean_100,tidal_100,pond_lake_100,buildings_150,paved_150,other_built_150,barren_150,coniferous_150,deciduous_150,shrubs_150,mod_herbs_150,nat_herbs_150,non_photo_herbs_150,ocean_150,tidal_150,pond_lake_150,buildings_200,paved_200,other_built_200,barren_200,coniferous_200,deciduous_200,shrubs_200,mod_herbs_200,nat_herbs_200,non_photo_herbs_200,ocean_200,tidal_200,pond_lake_200,buildings_250,paved_250,other_built_250,barren_250,coniferous_250,deciduous_250,shrubs_250,mod_herbs_250,nat_herbs_250,non_photo_herbs_250,ocean_250,tidal_250,pond_lake_250,garbage,outdoor_eating,d2den,encounter_binary,natural_cover_100,natural_cover_150,natural_cover_200,natural_cover_250,open_100,open_150,open_200,open_250,ocean_shoreline_100,ocean_shoreline_150,ocean_shoreline_200,ocean_shoreline_250,developed_100,developed_150,developed_200,developed_250,water_100,water_150,water_200,water_250,total_land_cover_100_area,total_land_cover_150_area,total_land_cover_200_area,total_land_cover_250_area,prop_ocean_shoreline_100,prop_ocean_shoreline_150,prop_ocean_shoreline_200,prop_ocean_shoreline_250,prop_natural_cover_100,prop_natural_cover_150,prop_natural_cover_200,prop_natural_cover_250,prop_open_100,prop_open_150,prop_open_200,prop_open_250,prop_developed_100,prop_developed_150,prop_developed_200,prop_developed_250,prop_pond_lake_100,prop_pond_lake_150,prop_pond_lake_200,prop_pond_lake_250,prop_water_100,prop_water_150,prop_water_200,prop_water_250,distance2water,d2ocean,coyseason,Pandemic_Phase,Lockdown_Phase,date_minus_7,date_minus_14,date_minus_30,yearmon,weekday,sunrise,sunset,daylight_phase,hour,time_posix,time_seconds,time_radians,time_cos,precip,avg_temp,max_temp,min_temp,sightings_7_prior,sightings_14_prior,sightings_30_prior,garbage_scaled,picnic_scaled,prop_ocean_shoreline_100_scaled,prop_ocean_shoreline_150_scaled,prop_ocean_shoreline_200_scaled,prop_ocean_shoreline_250_scaled,prop_natural_cover_100_scaled,prop_natural_cover_150_scaled,prop_natural_cover_200_scaled,prop_natural_cover_250_scaled,prop_open_100_scaled,prop_open_150_scaled,prop_open_200_scaled,prop_open_250_scaled,prop_developed_100_scaled,prop_developed_150_scaled,prop_developed_200_scaled,prop_developed_250_scaled,prop_pond_lake_100_scaled,prop_pond_lake_150_scaled,prop_pond_lake_200_scaled,prop_pond_lake_250_scaled,prop_water_100_scaled,prop_water_150_scaled,prop_water_200_scaled,prop_water_250_scaled,d2den_scaled,distance2water_scaled,distance2ocean_scaled,precip_scaled,avg_temp_scaled,max_temp_scaled,min_temp_scaled,time_cos_scaled
3909,NA,2019-03-28,14:00:00,-123.1378031,49.30855647,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,0,4815.596369160488,0,0,14332.675449444485,12210.161409956687,0,0,0,0,0,0,0,0,12004.756825490127,0,0,25584.282131890555,29555.4374315774,136.93638964437406,456.4546321479136,22.82273160739568,0,0,2852.84145092446,0,0,18965.68996574581,0,0,39551.79387561671,48840.64563982675,433.6319005405179,1141.1365803697838,45.64546321479136,0,5796.973828278502,10658.215660653781,0,0,27569.85978173398,0,0,55345.12414793452,69038.76311237192,639.036485007079,2373.5640871691503,45.64546321479136,0,22617.327022929116,18532.058065205292,0,331.5345343161474,596.5762383236496,598.7105869258675,0,26542.83685940117,55299.478684719725,88871.71687919878,125068.56920852831,0,456.4546321479136,1141.1365803697838,2373.5640871691503,0,2852.84145092446,16455.189488932283,41149.38508813441,4815.596369160488,12004.756825490127,18965.68996574581,27569.85978173398,0,2852.84145092446,16455.189488932283,41149.38508813441,31358.43322856166,70613.53159328223,125433.73291424666,196161.37816556584,0,0.040400775694893344,0.13118631732168848,0.2097731239092496,0.846433770014556,0.7831286360698125,0.7085152838427947,0.6375799883653287,0,0.006464124111182936,0.009097525473071322,0.012100058173356602,0.15356622998544397,0.1700064641241112,0.1512008733624454,0.14054682955206516,0,0,0,0,0,0.040400775694893344,0.13118631732168848,0.2097731239092496,129.1,129.1,breeding,Phase 0,NA,2019-03-21,2019-03-14,2019-02-26,2019.1666666666667,weekday,06:59:46,19:37:53,day,14,2024-08-09T21:00:00Z,50400,3.665191429188092,1,0,9.4,13.5,5.2,1,1,1,2.336298044965796,1.624941702408968,-0.4772992635328478,-0.35313895951502045,0.021520470146146713,0.32959952918104224,1.0479895106724806,0.8548003114613508,0.6032202594840275,0.34475276364938023,-0.675898960474302,-0.6820206196124403,-0.7307997437435154,-0.7650951182973253,-0.37795785389941167,-0.09630740085477045,-0.16986765061641357,-0.22238305631522595,-0.31912203679886364,-0.4052778543235064,-0.4662347561907942,-0.5076036140033985,-0.6155398542105744,-0.5598096851588634,-0.22388799956676286,0.08299249521002094,-0.6178542034456093,-0.07405429335634262,-0.5683434237147786,-0.35598525325645486,-0.4209233052185722,-0.3254507179488651,-0.5349684558409632,1.274590592613951
3914,NA,2019-04-08,07:40:00,-123.1522287,49.29586415,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,22.82273160739568,9402.96542224702,0,1049.8456539402011,2601.791403243107,3446.2324727167475,2875.664182531855,3309.296083072373,0,0,0,5751.32836506371,2875.664182531855,730.3274114366616,17231.162363583735,0,1300.8957016215536,4359.141737012575,10612.57019743899,2875.664182531855,5386.16465934538,0,0,6641.414897752142,18189.717091094357,3354.941546287165,730.3274114366616,22252.163317210787,68.46819482218703,2784.3732561022725,8444.410694736402,23872.57726133588,2944.132377354042,7645.6150884775525,0,0,23461.768092402755,29829.31021086615,3354.941546287165,730.3274114366616,27455.746123697,68.46819482218703,4245.028078975596,19285.208208249347,36904.35700915881,2944.132377354042,12096.047751919708,205.4045844665611,0,49707.90944090779,38045.493589528596,3354.941546287165,34.910684306630806,45.229121344889634,1666.7352851032847,0,8923.688058491709,17847.37611698342,35261.12033342632,59339.102179228765,4359.141737012575,6687.060360966933,10429.988344579826,16341.075830895305,5751.32836506371,24831.1319888465,53291.07830326891,87753.40303043638,9425.788153854415,17961.489775020396,23050.958923469636,28254.54172995585,8626.992547595566,28186.073535133666,56646.01984955607,91108.34457672355,31335.610496954265,70681.99978810443,125388.08745103185,195043.06431680347,0.18353969410050983,0.3513077171456248,0.425009100837277,0.44991809033465946,0.2847778587035688,0.2525024216984178,0.28121587186021113,0.30423589983618066,0.13911143481427532,0.09460768485631255,0.08318165271204951,0.08378188626257897,0.3008011653313911,0.25411688731030024,0.18383691299599564,0.1448630938450737,0.09176984705025491,0.047465288989344524,0.026756461594466693,0.01720102972150714,0.2753095411507647,0.3987730061349693,0.4517655624317437,0.4671191200561666,54.17260690855963,54.17260690855963,breeding,Phase 0,NA,2019-04-01,2019-03-25,2019-03-09,2019.25,weekday,06:36:33,19:54:35,day,7,2024-08-09T14:40:00Z,27600,2.007128639793479,-0.08715574274765801,2.3,8.3,11.6,4.9,1,2,2,-0.6713193267853055,-1.3566852950663433,0.615147595791587,1.3696323448591032,1.597969375913902,1.6097898496560497,-1.1974602757936792,-1.3996332097292676,-1.2906980063859943,-1.1803491827055281,0.24046746786757928,0.012536220178009028,-0.03787364867999905,0.028015132165258284,0.8306450709630495,0.6966413541322549,0.16040059408207358,-0.17657182258940976,0.5604913035459654,0.06741872097768793,-0.1901728930423435,-0.3221422869456318,0.8777459170307714,1.36135849076195,1.5191538321591533,1.5310561941147887,1.3419050975801625,-0.7043364575251987,-0.9741894411764241,0.10276401442011143,-0.6026236741903531,-0.6067471903554938,-0.5885225173026892,-0.672818407319133
3935,NA,2019-04-30,15:10:00,-123.149128,49.30921932,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,0,5112.291880056632,0,0,3058.246035391021,15747.684809103017,2807.1959877096683,4108.091689331222,479.27736375530924,0,0,0,0,68.46819482218703,9174.738106173063,0,0,11069.024829586904,32841.91078304238,6093.669339174646,10749.506587083364,479.27736375530924,0,0,0,0,410.8091689331222,13739.284427652197,45.64546321479136,228.2273160739568,28939.22367817772,62009.361777294056,7417.387772403596,12232.984141564084,479.27736375530924,0,0,0,0,410.8091689331222,18577.703528420083,45.64546321479136,228.2273160739568,64314.45766964102,91541.97647726406,8193.360647055048,12232.984141564084,502.1000953627049,0,0,0,0,117.3466983924586,155.84133167118875,277.1784499826194,0,22092.404195959018,50483.88231555924,98845.25059163068,164551.89488932284,4108.091689331222,10749.506587083364,12461.21145763804,12461.21145763804,0,0,0,0,5112.291880056632,9243.20630099525,14195.73905980011,19034.158160567997,0,0,0,0,31312.787765346875,70476.59520363786,125502.20110906883,196047.2645075289,0,0,0,0,0.705539358600583,0.716321243523316,0.7875977450445536,0.839348079161816,0.13119533527696792,0.15252590673575128,0.09929078014184398,0.06356228172293364,0.16326530612244897,0.13115284974093264,0.11311147481360245,0.09708963911525029,0,0,0,0,0,0,0,0,277.98849712402017,277.98849712402017,breeding,Phase 0,NA,2019-04-23,2019-04-16,2019-03-31,2019.25,weekday,05:53:59,20:28:02,day,15,2024-08-09T22:10:00Z,54600,3.9706240482870996,0.9537169507482269,0,9.5,15.5,3.6,1,1,2,0.16454059484439376,-0.7585061400422747,-0.4772992635328478,-0.5770043280939569,-0.6823341592294724,-0.7886813439174926,0.4847063338154547,0.5709605366047974,0.9537372823955245,1.267873702568114,0.18832187775785228,0.46892233409033823,0.11279877172661028,-0.19570092039874756,-0.29834134331987544,-0.4625988066617293,-0.5553224711644116,-0.6836216119321649,-0.31912203679886364,-0.4052778543235064,-0.4662347561907942,-0.5076036140033985,-0.6155398542105744,-0.7763908763193281,-0.9371694809155409,-1.0973827594545935,-1.2078457991723102,1.1783817025504244,0.23811468340087186,-0.35598525325645486,-0.40440508985750123,-0.029349168047150688,-0.8205901169701689,1.191684323426198
4065,NA,2019-05-12,12:30:00,-123.148696,49.308201,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,0,2122.514039487798,0,0,8946.510790099106,18828.753576101433,1186.7820435845751,342.3409741109352,0,0,0,0,0,0,4245.028078975596,0,0,25333.2320842092,34439.50199556008,5203.582806486214,844.44106947364,479.27736375530924,0,0,0,0,0,8695.460742417754,0,0,51602.19616432163,52948.73732915797,6595.769434537352,5203.582806486214,479.27736375530924,0,0,0,0,0,14195.739059800111,0,0,88803.24868437658,74333.63684528772,6915.287677040889,11183.138487623883,502.1000953627049,0,0,0,0,231.03022193228537,260.1039625388637,315.93738469398386,0,28962.046409785115,65455.59425001081,111625.98029177224,170554.27330206786,342.3409741109352,844.44106947364,5203.582806486214,11183.138487623883,0,0,0,0,2122.514039487798,4245.028078975596,8695.460742417754,14195.739059800111,0,0,0,0,31426.901423383846,70545.06339846004,125525.02384067621,195933.15084949185,0,0,0,0,0.9215686274509804,0.9278550630863798,0.8892727272727272,0.8704717530576587,0.010893246187363835,0.011970236169524424,0.04145454545454546,0.05707629586488062,0.06753812636165578,0.06017470074409576,0.06927272727272729,0.0724519510774607,0,0,0,0,0,0,0,0,362.31907860419176,362.31907860419176,pup-rearing,Phase 0,NA,2019-05-05,2019-04-28,2019-04-12,2019.3333333333333,weekend,05:34:53,20:45:42,day,12,2024-08-09T19:30:00Z,45000,3.2724923474893677,0.9238795325112867,0,14.3,16.7,11.9,1,2,2,1.317234622210327,-0.1946648403428,-0.4772992635328478,-0.5770043280939569,-0.6823341592294724,-0.7886813439174926,1.3483719088439645,1.4696890968840972,1.404391087722541,1.410269434994953,-0.6041420620202644,-0.6386333573048525,-0.42815700042914756,-0.26746390420510846,-1.0841341252835206,-1.1317433995231634,-0.9989592102625231,-0.9451169255975389,-0.31912203679886364,-0.4052778543235064,-0.4662347561907942,-0.5076036140033985,-0.6155398542105744,-0.7763908763193281,-0.9371694809155409,-1.0973827594545935,-1.1367255498671494,1.8877626006162969,0.6948932957594314,-0.35598525325645486,0.38846924747390693,0.14831176189387787,0.6610722501375855,1.1382369151804117
3969,NA,2019-05-17,10:19:00,-123.1399012,49.30703684,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,0,1437.8320912659276,0,0,19034.158160567997,10772.32931869076,136.93638964437406,0,0,0,0,0,0,0,2601.791403243107,0,0,49799.20036733737,17915.844311805606,228.2273160739568,0,0,0,0,0,0,0,7371.742309188804,0,0,91564.79920887145,26360.255006542007,273.8727792887481,0,0,0,0,0,0,114.1136580369784,17961.4897750204,0,0,122809.11877939614,51898.89167521777,661.8592166144748,0,91.2909264295827,0,0,0,2533.3232084209203,273.82425728727856,679.4798374173653,546.75669878256,0,29943.423868903134,67943.27199521693,118198.92699470221,175461.160597658,0,0,0,0,0,0,0,0,1437.8320912659276,2601.791403243107,7371.742309188804,18075.60343305738,0,0,0,2533.3232084209203,31381.255960169063,70545.06339846004,125570.66930389102,196070.08723913628,0,0,0,0,0.9541818181818181,0.9631187318020057,0.9412940748818611,0.8948900011640089,0,0,0,0,0.045818181818181807,0.03688126819799417,0.05870592511813886,0.09218950064020487,0,0,0,0.012920498195786287,0,0,0,0.012920498195786287,214.87310761563376,313.60431579974517,pup-rearing,Phase 0,NA,2019-05-10,2019-05-03,2019-04-17,2019.3333333333333,weekday,05:28:05,20:52:37,day,10,2024-08-09T17:19:00Z,37140,2.700897017461225,0.569996762596303,1.4,14,17.3,10.7,2,2,3,1.7511447212697215,2.0732756133582386,-0.4772992635328478,-0.5770043280939569,-0.6823341592294724,-0.7886813439174926,1.4787565103192826,1.6195113157634395,1.6349651949860637,1.5219867835097907,-0.675898960474302,-0.7329568601809217,-0.8158910181599802,-0.8989739607361329,-1.2624259718579327,-1.351341609080601,-1.1058925036050302,-0.7356298704006704,-0.31912203679886364,-0.4052778543235064,-0.4662347561907942,-0.368294934207219,-0.6155398542105744,-0.7763908763193281,-0.9371694809155409,-1.0246802317711965,-0.7131863766500774,0.6474609985142048,0.43102861743483684,-0.07674656858376233,0.3389146013906938,0.2371422268643924,0.44685600429068106,0.5043309678025952
3961,NA,2019-05-18,15:30:00,-123.1380129,49.3057497,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,0,3491.8779359315386,0,0,21932.645074707245,4633.014516301323,0,0,45.64546321479136,0,0,0,1255.2502384067623,0,7440.210504010991,0,0,37748.79807863245,17299.630558405923,365.1637057183308,0,91.2909264295827,0,0,0,7554.324162047969,0,11479.833998520025,0,0,54569.15127328307,41263.49874617138,661.8592166144748,0,91.2909264295827,0,0,0,17436.5669480503,0,18509.235333597895,0,0,79925.20608909967,65752.28976090695,1597.5912125176974,205.4045844665611,114.1136580369784,0,0,616.2137533996834,29464.146505147823,89.62145124919343,554.2511211240433,744.3558604432751,0,26611.305054223358,55504.883269186284,96585.80016249852,147389.2007205613,0,0,0,205.4045844665611,0,0,0,616.2137533996834,3491.8779359315386,7440.210504010991,11479.833998520025,18509.235333597895,1255.2502384067623,7554.324162047969,17436.5669480503,30080.360258547506,31358.43322856166,70499.41793524525,125502.20110906885,196184.20089717326,0,0,0,0.003140995812005584,0.8486171761280932,0.7873098089996762,0.7695944717221312,0.7512796649604467,0,0,0,0.0010469986040018613,0.11135371179039302,0.10553577209452897,0.09147117657755954,0.09434620753838995,0.04002911208151383,0.10715441890579476,0.13893435170030913,0.15018613308515588,0.04002911208151383,0.10715441890579476,0.13893435170030913,0.15332712889716146,71.65592509689007,224.12577140688072,pup-rearing,Phase 0,NA,2019-05-11,2019-05-04,2019-04-18,2019.3333333333333,weekend,05:26:50,20:53:57,day,15,2024-08-09T22:30:00Z,55800,4.057890510886816,0.9238795325112867,0,14.9,19,10.8,3,3,4,-0.11657953403769593,1.3960519372730156,-0.4772992635328478,-0.5770043280939569,-0.6823341592294724,-0.7719369894759389,1.0567185718159258,0.8725645608626852,0.8739414127204781,0.8649467735094816,-0.675898960474302,-0.7329568601809217,-0.8158910181599802,-0.8873896394766317,-0.7244664650281141,-0.7041031179782505,-0.7743166687882663,-0.7127393805965881,0.06455672175650574,0.6618498915231372,0.9672311694247685,1.1117017414673114,-0.398420958668862,-0.20195557685902865,-0.18176066836367774,-0.23462424470187998,-0.35060412962871385,-0.5572684338032778,-0.05363405921522843,-0.35598525325645486,0.4875785396403329,0.48882854428084954,0.4647073581112567,1.1382369151804117
3968,NA,2019-05-21,11:45:00,-123.1427336,49.31184935,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,616.2137533996834,10658.215660653781,0,0,1597.5912125176974,18258.18528591654,136.93638964437406,182.5818528591654,0,0,0,0,0,890.0865326884315,19673.194645575073,0,0,9745.306396357955,38775.821000965254,1141.1365803697838,296.6955108961438,0,0,0,0,0,890.0865326884315,30080.360258547502,0,0,30171.651184977087,62557.10733587155,1437.8320912659276,387.9864373257265,0,0,0,0,0,890.0865326884315,44025.04927066626,0,479.27736375530924,50438.236852344446,90788.82633422001,2236.6276975247765,616.2137533996834,0,273.8727792887481,1095.4911171549925,5089.469148449236,0,53.56223228708665,113.57928024677267,278.3317404978421,0,19992.712888078615,49662.263977692994,94166.59061211457,143463.69088408924,182.5818528591654,296.6955108961438,387.9864373257265,1369.3638964437407,0,0,0,6184.960265604228,11274.429414053464,20563.281178263504,30970.446791235932,44915.13580335469,0,0,0,6184.960265604228,31449.724154991247,70522.24066685264,125525.02384067622,195933.1508494919,0,0,0,0.03156668608037274,0.6357039187227866,0.7042071197411004,0.7501818181818182,0.7322073383808969,0.005805515239477502,0.004207119741100324,0.0030909090909090908,0.0069889341875364,0.35849056603773577,0.29158576051779933,0.2467272727272727,0.2292370413511939,0,0,0,0,0,0,0,0.03156668608037274,216.67870678084037,216.67870678084037,pup-rearing,Phase 0,NA,2019-05-14,2019-05-07,2019-04-21,2019.3333333333333,weekday,05:23:16,20:57:55,day,11,2024-08-09T18:45:00Z,42300,3.076142806640006,0.8314696123025453,1.8,14,17.9,10.1,3,4,5,-0.48220196581022395,-0.9870548521244734,-0.4772992635328478,-0.5770043280939569,-0.6823341592294724,-0.6204022974269708,0.20551053011538126,0.519492128156804,0.7878987501330935,0.7776878618055638,-0.6376563870166495,-0.6998054448387622,-0.7869810256098743,-0.8216461987119258,1.304198295701637,1.0498781497061433,0.7968347003684496,0.718942067937072,-0.31912203679886364,-0.4052778543235064,-0.4662347561907942,-0.5076036140033985,-0.6155398542105744,-0.7763908763193281,-0.9371694809155409,-0.9197597426130402,-1.2057295823677274,0.6626495284031209,-0.09397126294750728,0.003035912751292705,0.3389146013906938,0.3259726918349064,0.339747881367229,0.9727041371050518
4061,NA,2019-05-24,14:00:00,-123.14079,49.304027,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,0,1232.4275067993667,0,0,1506.3002860881145,12484.034189245436,4975.3554904122575,22.82273160739568,0,0,0,0,11251.606682446069,0,2921.309645746647,0,0,16158.49397803614,21316.431321307562,8330.297036699423,22.82273160739568,0,0,0,0,21658.772295418497,0,4792.773637553092,0,0,46489.904284264994,30217.296648191877,9905.065517609724,22.82273160739568,91.2909264295827,0,0,0,34074.33828984175,0,8193.360647055048,0,0,90697.53540779042,43363.19005405179,10840.797513512947,22.82273160739568,91.2909264295827,0,0,0,42769.7990322595,342.3481823697042,614.7804431543848,773.3480890595332,0,18965.68996574581,45805.22233604312,86703.55737649619,144992.81390178474,22.82273160739568,22.82273160739568,22.82273160739568,22.82273160739568,0,0,0,0,1232.4275067993667,2921.309645746647,4792.773637553092,8193.360647055048,11251.606682446069,21658.772295418497,34074.33828984175,42769.7990322595,31472.54688659864,70408.12700881566,125593.49203549842,195978.7963127067,0,0,0,0,0.602610587382161,0.6505672609400325,0.6903507177902962,0.7398392919529522,7.251631617113852e-4,3.2414910858995146e-4,1.817190623296384e-4,1.1645510655642251e-4,0.0391588107324148,0.04149108589951379,0.03816100308922406,0.04180738325375567,0.3575054387237128,0.3076175040518639,0.27130656005815007,0.21823686968673575,0.3575054387237128,0.3076175040518639,0.27130656005815007,0.21823686968673575,0,501.9488553224609,pup-rearing,Phase 0,NA,2019-05-17,2019-05-10,2019-04-24,2019.3333333333333,weekday,05:20:03,21:01:38,day,14,2024-08-09T21:00:00Z,50400,3.665191429188092,1,1.3,14.5,16.5,12.5,4,5,6,2.4459430237388666,1.7233881201363714,-0.4772992635328478,-0.5770043280939569,-0.6823341592294724,-0.7886813439174926,0.07320636969301045,0.29159630907007517,0.5227094923879294,0.8126052569169938,-0.6711221053052806,-0.7304026182308587,-0.8141913574505748,-0.8976854648761551,-1.31709054825817,-1.3078826765408662,-1.313801778509255,-1.27036704090497,3.107565085987783,2.65821851879792,2.332991673268732,1.845424089589719,1.3235785016446067,0.8726904668832739,0.5379686966688144,0.13061726186906514,-0.29740518227746177,-1.1600313177390964,1.451201322264654,-0.09669218891752607,0.42150567819604884,0.11870160690370653,0.7681803730610376,1.274590592613951
4060,NA,2019-05-26,12:00:00,-123.126237,49.300147,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,707.504679829266,7006.578603470473,0,387.9864373257265,10087.647370468889,4747.128174338301,0,8375.942499914214,22.82273160739568,0,0,0,0,707.504679829266,12598.147847282415,0,410.8091689331222,16409.544025717492,19741.66284039726,22.82273160739568,20677.394836300486,22.82273160739568,0,0,0,0,1049.8456539402011,20837.153957552255,0,1346.541164836345,25310.409352601808,36425.0796454035,1163.9593119771796,35649.10677075205,114.1136580369784,0,0,3537.52339914633,0,1049.8456539402011,26474.368664578986,0,1346.541164836345,39026.87104864661,61712.666266397915,1848.6412601990498,47836.44544910134,114.1136580369784,0,7075.04679829266,9608.37000671358,0,8.578717777307867,358.02440470145837,566.1455812303957,0,14857.598276414585,36196.852329329544,63013.56196801947,102702.29223328055,8763.92893723994,21088.20400523361,36995.64793558839,49182.98661393768,0,0,3537.52339914633,16683.41680500624,7714.083283299739,13305.65252711168,21886.999611492454,27524.214318519185,0,0,3537.52339914633,16683.41680500624,31335.610496954265,70590.70886167484,125433.73291424665,196092.90997074367,0,0,0.028202328966521105,0.08507914338919925,0.4741442097596504,0.5127707727125768,0.5023653566229985,0.5237430167597765,0.27967953386744354,0.29873908826382156,0.29494177583697234,0.2508147113594041,0.24617625637290605,0.18849013902360168,0.174490538573508,0.1403631284916201,0,0,0,0,0,0,0.028202328966521105,0.08507914338919925,175.5347551716962,175.5347551716962,pup-rearing,Phase 0,NA,2019-05-19,2019-05-12,2019-04-26,2019.3333333333333,weekend,05:18:02,21:03:57,day,12,2024-08-09T19:00:00Z,43200,3.141592653589793,0.8660254037844387,0,14.4,19.7,9.1,3,6,7,-0.9383122876123574,0.33487857244693175,-0.4772992635328478,-0.5770043280939569,-0.5310200572139092,-0.33513240028394625,-0.4403906465428348,-0.2938497426866008,-0.3104976201119812,-0.17606939260612242,1.1664293561920978,1.6210582863862653,1.9427680984218065,1.8761187489302171,0.38224724620462,0.07794694770190798,0.06581771241292175,-0.22433279146683838,-0.31912203679886364,-0.4052778543235064,-0.4662347561907942,-0.5076036140033985,-0.6155398542105744,-0.7763908763193281,-0.7838288018461086,-0.6186497660511177,-0.6776089758853908,0.3165504878156196,-0.31682846128654046,-0.35598525325645486,0.4049874628349779,0.5924640867464495,0.16123434316147547,1.0346035105670104
3975,NA,2019-05-30,NA,-123.1326056,49.30172016,NA,Sighting,SPES,NA,NA,NA,NA,NA,NA,NA,NA,616.2137533996834,5431.810122560171,182.5818528591654,365.1637057183308,1437.8320912659276,17938.667043413003,342.3409741109352,4998.178222019654,0,0,0,0,0,5911.08748631548,9631.192738320977,182.5818528591654,365.1637057183308,7348.91957758141,35489.347649500276,479.27736375530924,9608.37000671358,0,0,0,0,1483.477554480719,12620.97057888981,21156.672200055793,273.8727792887481,365.1637057183308,17893.021580198212,54386.5694204239,593.3910217922876,16637.77134179145,22.82273160739568,0,0,0,1506.3002860881145,17048.580510724572,41149.385088134404,342.3409741109352,661.8592166144748,32568.03800375363,75155.25518315396,1049.8456539402011,26040.73676403847,68.46819482218703,182.5818528591654,0,91.2909264295827,1734.5276021620716,13.683980307828966,43.085122994854146,1059.2627634393805,0,19718.840108789867,43317.544590836995,72895.80475402178,108841.60703566998,5363.341927737984,9973.53371243191,17002.93504750978,26885.17783351211,0,0,0,91.2909264295827,6230.6057288190195,15724.862077495623,34051.51555823436,58540.306572969916,0,1483.477554480719,1506.3002860881145,1825.8185285916543,31312.78776534687,70499.41793524525,125456.55564585404,196092.90997074364,0,0,0,4.655493482309125e-4,0.6297376093294461,0.6144383295564908,0.5810442059305074,0.5550512104283054,0.17128279883381925,0.1414697313046293,0.13552847007458615,0.13710428305400374,0.19897959183673466,0.22304953059242474,0.2714207749681645,0.29853351955307267,0,0.02104240854645516,0.012006549026741857,0.008845437616387338,0,0.02104240854645516,0.012006549026741857,0.00931098696461825,244.95967232436226,244.95967232436226,pup-rearing,Phase 0,NA,2019-05-23,2019-05-16,2019-04-30,2019.3333333333333,weekday,05:14:36,21:08:27,NA,NA,NA,NA,NA,NA,0,16.3,21.2,11.4,3,6,8,-0.8865474808591156,-1.3682798117803112,-0.4772992635328478,-0.5770043280939569,-0.6823341592294724,-0.7861995439523295,0.18165776210658943,0.1380979107816642,0.03823047466761009,-0.03282945302472903,0.4523893561065663,0.3818014803071173,0.4517383248405773,0.6179908708123409,-0.005174575037340425,0.4037546832895119,1.0467265295281851,1.4544292725608294,-0.31912203679886364,-0.1957210462267335,-0.34235625743627157,-0.41223219582075804,-0.6155398542105744,-0.6635863613195714,-0.8718879084884344,-1.0449906397934745,0.2272305713449523,0.9005463433343764,0.05921326359542386,-0.35598525325645486,0.718833554695327,0.8145402491727354,0.5718154810347087,NA
